device,end_ts,source_id,start_ts,uid
desktop,2018-01-03 22:08:17,4,2018-01-03 22:00:00,834297198785359549
touch,2017-10-19 11:14:08,8,2017-10-19 11:00:00,236678745591148244
touch,2017-04-22 06:17:36,4,2017-04-22 06:00:00,252302427447193324
desktop,2018-01-26 04:21:28,1,2018-01-26 04:00:00,393821126512235374
desktop,2018-02-23 09:01:53,5,2018-02-23 09:00:00,299530183497114391
desktop,2018-01-13 06:16:13,1,2018-01-13 06:00:00,816330770783144152
desktop,2018-04-30 21:07:39,9,2018-04-30 21:00:00,570642018389960891
desktop,2018-03-25 05:21:40,8,2018-03-25 05:00:00,787604798186516972
desktop,2017-12-20 18:19:30,7,2017-12-20 18:00:00,293751097594324124
desktop,2018-05-29 17:23:01,5,2018-05-29 17:00:00,962865383515356972
desktop,2017-02-02 02:00:06,4,2017-02-02 02:00:00,222296137802305368
touch,2017-06-10 14:22:44,7,2017-06-10 14:00:00,911029149450705416
touch,2017-05-10 22:16:32,3,2017-05-10 22:00:00,410344612402300032
desktop,2018-02-17 13:08:14,8,2018-02-17 13:00:00,206893815041563271
touch,2018-12-25 22:18:52,5,2018-12-25 22:00:00,101866178233748542
touch,2018-12-14 06:29:56,5,2018-12-14 06:00:00,54629729273931250
touch,2018-07-18 10:01:11,1,2018-07-18 10:00:00,357080941912363399
touch,2017-01-02 14:15:39,8,2017-01-02 14:00:00,765673009459364258
touch,2018-10-29 18:22:44,7,2018-10-29 18:00:00,392369560994791802
desktop,2017-07-22 09:11:14,1,2017-07-22 09:00:00,212962129807351273
desktop,2018-11-11 16:18:44,4,2018-11-11 16:00:00,847918969700617209
touch,2017-03-01 20:22:31,4,2017-03-01 20:00:00,984486295052999707
desktop,2017-11-17 13:17:37,9,2017-11-17 13:00:00,933469358972285128
touch,2018-07-05 18:02:23,2,2018-07-05 18:00:00,339384647510252576
touch,2017-06-27 03:21:08,4,2017-06-27 03:00:00,19524131918905846
touch,2018-01-23 17:12:16,3,2018-01-23 17:00:00,233967005552538404
desktop,2018-03-18 06:12:06,5,2018-03-18 06:00:00,776722825586432683
touch,2017-11-16 06:27:36,7,2017-11-16 06:00:00,231645453789772501
touch,2017-05-11 03:28:24,5,2017-05-11 03:00:00,225286373686556194
touch,2018-12-11 21:03:37,5,2018-12-11 21:00:00,640378289016049378
desktop,2017-06-23 06:07:14,4,2017-06-23 06:00:00,474908443941501570
touch,2017-12-29 12:13:54,9,2017-12-29 12:00:00,198949935564477444
desktop,2018-03-15 19:29:13,6,2018-03-15 19:00:00,386777297324261773
touch,2018-02-16 15:17:58,6,2018-02-16 15:00:00,419347625420198094
touch,2017-08-19 23:12:00,6,2017-08-19 23:00:00,969211764397336409
touch,2018-08-06 12:15:42,6,2018-08-06 12:00:00,468901105785203579
desktop,2018-09-24 12:26:56,1,2018-09-24 12:00:00,837325061567868594
touch,2018-02-04 04:15:07,6,2018-02-04 04:00:00,579767154391765855
touch,2017-06-12 23:16:35,4,2017-06-12 23:00:00,210485898835848432
touch,2018-07-20 22:19:35,2,2018-07-20 22:00:00,34237814528271356
touch,2018-04-09 08:00:55,6,2018-04-09 08:00:00,158102386990278531
touch,2017-08-07 03:25:41,1,2017-08-07 03:00:00,600746515900680676
touch,2017-07-19 23:24:32,1,2017-07-19 23:00:00,652700705481037454
desktop,2018-08-16 17:17:39,5,2018-08-16 17:00:00,102401447934616092
touch,2018-11-28 05:14:21,6,2018-11-28 05:00:00,761817576887282188
desktop,2017-06-06 22:16:47,2,2017-06-06 22:00:00,267108244230786886
touch,2017-06-21 07:19:03,8,2017-06-21 07:00:00,733285897621110002
desktop,2017-10-20 07:20:21,4,2017-10-20 07:00:00,668165788960253723
touch,2017-10-13 16:09:26,4,2017-10-13 16:00:00,155023034638842868
desktop,2018-11-19 02:12:51,5,2018-11-19 02:00:00,990076153342510699
touch,2017-04-12 02:29:58,4,2017-04-12 02:00:00,323907358285871037
desktop,2018-08-28 01:14:38,5,2018-08-28 01:00:00,725737267669063295
touch,2018-04-18 08:13:44,3,2018-04-18 08:00:00,389066880395732440
desktop,2017-08-10 12:08:34,8,2017-08-10 12:00:00,101522099353090237
touch,2017-08-12 10:26:58,6,2017-08-12 10:00:00,877179145741632896
touch,2017-07-15 13:14:22,8,2017-07-15 13:00:00,745898111833216282
touch,2018-01-10 14:07:02,5,2018-01-10 14:00:00,961220165520271992
desktop,2018-09-23 13:08:37,7,2018-09-23 13:00:00,101730510260601804
desktop,2018-08-14 18:28:30,7,2018-08-14 18:00:00,889698219635455234
desktop,2018-03-19 21:19:23,6,2018-03-19 21:00:00,128245176522764997
touch,2018-09-07 15:11:45,4,2018-09-07 15:00:00,198253699085051290
desktop,2017-01-18 17:27:54,6,2017-01-18 17:00:00,782345890802360637
touch,2017-05-07 20:13:29,9,2017-05-07 20:00:00,638402347691183328
touch,2018-04-24 08:27:32,4,2018-04-24 08:00:00,463294153990869655
touch,2018-04-08 18:00:44,6,2018-04-08 18:00:00,99792461311389498
touch,2017-09-17 13:14:18,6,2017-09-17 13:00:00,197435308892356255
touch,2017-02-21 15:13:21,3,2017-02-21 15:00:00,346626849121818071
touch,2017-10-01 14:03:39,4,2017-10-01 14:00:00,286275243621146291
touch,2017-06-25 13:09:28,3,2017-06-25 13:00:00,943175749760833341
desktop,2017-05-06 06:29:38,3,2017-05-06 06:00:00,632393841179470265
desktop,2017-10-20 17:15:08,4,2017-10-20 17:00:00,460197413862790411
touch,2017-10-01 06:04:18,4,2017-10-01 06:00:00,32878586799460134
touch,2017-02-19 08:25:37,6,2017-02-19 08:00:00,938540209095448164
desktop,2018-08-25 06:16:01,4,2018-08-25 06:00:00,642694619058994103
touch,2017-12-04 14:23:21,6,2017-12-04 14:00:00,680445110708654778
desktop,2018-08-01 21:14:53,2,2018-08-01 21:00:00,868184662615818241
touch,2017-10-24 12:04:49,4,2017-10-24 12:00:00,49420205438191835
touch,2018-06-24 01:24:54,2,2018-06-24 01:00:00,949616435336516438
desktop,2017-07-02 15:16:12,8,2017-07-02 15:00:00,528434965625153247
desktop,2017-07-07 19:01:43,9,2017-07-07 19:00:00,613648200352000384
touch,2018-09-06 23:13:24,7,2018-09-06 23:00:00,960373359804663421
touch,2018-11-20 07:19:33,6,2018-11-20 07:00:00,366996547450201140
desktop,2017-03-26 09:18:28,8,2017-03-26 09:00:00,958360260387994329
desktop,2017-07-22 06:17:30,4,2017-07-22 06:00:00,888220163540743877
desktop,2017-08-12 15:19:59,2,2017-08-12 15:00:00,869498381890215350
touch,2017-05-01 10:29:19,4,2017-05-01 10:00:00,214345063936212151
desktop,2017-06-07 05:27:45,5,2017-06-07 05:00:00,924875521939161488
touch,2018-10-22 03:24:06,9,2018-10-22 03:00:00,751085084374704421
desktop,2017-03-05 16:27:58,5,2017-03-05 16:00:00,134769737873141345
desktop,2018-05-08 12:22:50,9,2018-05-08 12:00:00,157346359802751957
desktop,2017-07-30 09:05:02,9,2017-07-30 09:00:00,659927375691562494
desktop,2017-02-05 08:22:02,8,2017-02-05 08:00:00,512631734190565519
touch,2018-02-26 15:19:19,5,2018-02-26 15:00:00,420632780309429448
touch,2018-03-08 13:17:59,2,2018-03-08 13:00:00,152741287747805370
desktop,2018-11-05 15:00:56,5,2018-11-05 15:00:00,752169606803781378
touch,2018-06-04 22:16:55,1,2018-06-04 22:00:00,523758394697784059
touch,2017-03-30 09:06:14,8,2017-03-30 09:00:00,969642412647827363
touch,2018-06-22 22:26:52,2,2018-06-22 22:00:00,305992417594766681
desktop,2017-07-15 01:13:51,7,2017-07-15 01:00:00,223078452325025278
desktop,2018-09-07 19:15:20,2,2018-09-07 19:00:00,719346115918904467
touch,2017-01-20 16:22:43,5,2017-01-20 16:00:00,372123422274361030
desktop,2017-01-05 17:07:37,7,2017-01-05 17:00:00,910650838067393000
desktop,2018-07-25 10:22:59,6,2018-07-25 10:00:00,63416022034306983
desktop,2017-09-27 17:02:12,5,2017-09-27 17:00:00,216479994030877222
desktop,2017-12-22 10:08:13,6,2017-12-22 10:00:00,230971562258274058
touch,2017-02-19 20:26:18,2,2017-02-19 20:00:00,526957185018376120
touch,2018-11-17 22:01:50,1,2018-11-17 22:00:00,940296576103532465
desktop,2017-09-08 17:09:42,1,2017-09-08 17:00:00,916686480880002462
touch,2017-04-21 12:13:16,8,2017-04-21 12:00:00,43154485031468329
touch,2018-03-28 08:19:10,3,2018-03-28 08:00:00,146498152150028550
touch,2017-08-13 09:22:00,3,2017-08-13 09:00:00,645342836525295759
touch,2018-09-05 20:20:03,9,2018-09-05 20:00:00,87110195181023855
touch,2018-12-19 03:13:30,6,2018-12-19 03:00:00,546957711807005552
desktop,2018-08-31 03:14:46,4,2018-08-31 03:00:00,564522361547311357
touch,2018-04-04 10:20:21,4,2018-04-04 10:00:00,409809374279721412
touch,2017-05-22 01:12:53,7,2017-05-22 01:00:00,468881295005025439
desktop,2017-03-23 21:18:45,6,2017-03-23 21:00:00,149446595488001014
desktop,2017-04-12 03:15:37,2,2017-04-12 03:00:00,489389263034068200
desktop,2017-04-29 09:09:33,9,2017-04-29 09:00:00,677173043276002962
touch,2017-10-01 11:20:07,2,2017-10-01 11:00:00,709383017996736719
touch,2018-08-23 11:13:29,8,2018-08-23 11:00:00,407863201323884947
desktop,2017-09-01 08:14:39,4,2017-09-01 08:00:00,222956220111317045
touch,2018-09-24 10:17:13,1,2018-09-24 10:00:00,551107529080960672
desktop,2018-08-11 05:06:53,1,2018-08-11 05:00:00,314179403250369139
desktop,2017-07-01 08:29:02,9,2017-07-01 08:00:00,399187814403200624
touch,2017-01-08 16:13:50,4,2017-01-08 16:00:00,675681440153806243
desktop,2018-03-09 16:09:26,1,2018-03-09 16:00:00,434499020026011751
touch,2018-08-20 15:28:36,3,2018-08-20 15:00:00,810349125228622077
desktop,2017-12-18 13:01:44,3,2017-12-18 13:00:00,169656616427388015
desktop,2018-03-11 10:19:10,7,2018-03-11 10:00:00,718899076788233688
desktop,2017-11-09 16:26:10,6,2017-11-09 16:00:00,710233160073812120
touch,2017-01-26 00:11:17,8,2017-01-26 00:00:00,93370824275532689
desktop,2017-11-22 04:15:45,7,2017-11-22 04:00:00,660543052763456365
desktop,2018-07-07 01:04:30,1,2018-07-07 01:00:00,898980748545375937
desktop,2017-08-19 17:07:46,3,2017-08-19 17:00:00,81078117479808162
touch,2018-09-04 21:13:21,9,2018-09-04 21:00:00,497348385967821756
touch,2017-12-30 12:19:02,4,2017-12-30 12:00:00,678275052322324451
touch,2017-07-31 20:18:36,3,2017-07-31 20:00:00,455252277729797699
touch,2017-03-27 02:27:16,5,2017-03-27 02:00:00,917709619195077005
touch,2018-11-29 13:16:45,8,2018-11-29 13:00:00,237958492662293295
desktop,2018-11-30 09:25:09,1,2018-11-30 09:00:00,454397818579649927
desktop,2018-07-10 16:18:31,2,2018-07-10 16:00:00,677428284680869058
desktop,2018-07-13 22:03:54,7,2018-07-13 22:00:00,601602705470923391
desktop,2017-07-19 21:15:13,1,2017-07-19 21:00:00,107150746919172783
touch,2017-05-18 19:19:08,5,2017-05-18 19:00:00,575073943181243322
desktop,2018-07-26 17:20:27,8,2018-07-26 17:00:00,280435247081018389
touch,2017-04-19 04:17:36,6,2017-04-19 04:00:00,655055006574954725
touch,2018-12-17 07:05:57,3,2018-12-17 07:00:00,333845081977008690
touch,2018-05-07 11:24:47,7,2018-05-07 11:00:00,314454410243286791
desktop,2018-09-17 08:16:04,3,2018-09-17 08:00:00,113238716567881754
touch,2018-05-21 14:26:15,5,2018-05-21 14:00:00,826623605726235924
desktop,2018-03-26 06:01:34,7,2018-03-26 06:00:00,48646820272442976
touch,2018-01-20 18:25:46,2,2018-01-20 18:00:00,265705800270588782
desktop,2018-09-02 02:29:11,4,2018-09-02 02:00:00,142833900808469499
desktop,2018-12-20 13:23:52,2,2018-12-20 13:00:00,644753778858275631
touch,2018-02-22 19:18:44,7,2018-02-22 19:00:00,567650895640391171
touch,2018-08-06 18:04:04,3,2018-08-06 18:00:00,448551315927532735
desktop,2018-06-01 16:00:58,9,2018-06-01 16:00:00,377648266114674175
desktop,2017-05-27 22:16:05,6,2017-05-27 22:00:00,961273302830017707
touch,2018-04-29 01:23:01,1,2018-04-29 01:00:00,54577301772523677
touch,2017-03-09 14:25:15,8,2017-03-09 14:00:00,303054838499267629
touch,2017-08-18 22:05:20,7,2017-08-18 22:00:00,735369172318534149
desktop,2017-04-21 17:17:23,1,2017-04-21 17:00:00,285125156817441828
touch,2017-12-29 11:05:57,3,2017-12-29 11:00:00,983554933180669276
desktop,2018-08-05 11:01:57,3,2018-08-05 11:00:00,981075367909855533
touch,2017-04-21 16:19:20,3,2017-04-21 16:00:00,537812495115932254
touch,2018-11-26 17:04:56,7,2018-11-26 17:00:00,481829410641285819
touch,2017-09-02 02:08:45,6,2017-09-02 02:00:00,747268547539825779
desktop,2018-03-10 09:18:45,2,2018-03-10 09:00:00,819938424514885884
desktop,2017-12-31 22:23:24,5,2017-12-31 22:00:00,186271275726183327
desktop,2017-03-03 09:19:39,6,2017-03-03 09:00:00,712721850074911904
desktop,2018-07-08 09:26:58,2,2018-07-08 09:00:00,81572665942367554
touch,2018-10-28 04:27:04,1,2018-10-28 04:00:00,820747394777708561
touch,2018-05-18 09:18:49,4,2018-05-18 09:00:00,157347959812040002
touch,2017-11-16 17:27:46,4,2017-11-16 17:00:00,139479990225590957
desktop,2018-08-19 01:25:50,4,2018-08-19 01:00:00,639669476930929265
desktop,2017-05-16 11:19:12,1,2017-05-16 11:00:00,968588416725098414
touch,2017-07-30 14:06:41,3,2017-07-30 14:00:00,969448465404090006
touch,2017-03-13 12:26:36,7,2017-03-13 12:00:00,278251939126701694
desktop,2018-01-19 12:12:19,4,2018-01-19 12:00:00,338123478466902505
desktop,2018-08-11 18:08:49,2,2018-08-11 18:00:00,43776411872772057
desktop,2017-02-24 14:09:17,8,2017-02-24 14:00:00,982633514596269159
desktop,2018-12-10 09:09:10,1,2018-12-10 09:00:00,175535420621106568
touch,2018-10-24 18:19:08,9,2018-10-24 18:00:00,276408511051612405
desktop,2017-06-27 09:06:00,5,2017-06-27 09:00:00,866834731099663398
touch,2018-10-23 06:01:04,2,2018-10-23 06:00:00,804128675628656297
touch,2018-03-11 04:12:45,4,2018-03-11 04:00:00,705414726922300219
touch,2018-06-27 04:12:54,3,2018-06-27 04:00:00,209231435653503878
desktop,2017-01-20 12:10:24,7,2017-01-20 12:00:00,27971719513948195
touch,2017-09-04 01:01:42,6,2017-09-04 01:00:00,890889832067301395
touch,2018-05-28 20:09:21,9,2018-05-28 20:00:00,460504232685879047
touch,2018-10-14 10:21:41,4,2018-10-14 10:00:00,266867862633230317
desktop,2018-09-09 17:20:51,3,2018-09-09 17:00:00,844726711204723341
touch,2018-02-06 04:17:27,7,2018-02-06 04:00:00,276800629444077426
touch,2017-12-30 16:14:04,6,2017-12-30 16:00:00,470303724371637390
touch,2018-12-24 07:28:41,5,2018-12-24 07:00:00,10754617047879009
desktop,2018-04-04 13:18:08,7,2018-04-04 13:00:00,580740233103206175
desktop,2017-11-25 18:19:41,5,2017-11-25 18:00:00,291093227416516542
touch,2017-10-22 21:23:34,9,2017-10-22 21:00:00,663018972658458674
touch,2017-03-24 03:19:33,4,2017-03-24 03:00:00,518318031904300729
desktop,2018-07-20 08:13:59,1,2018-07-20 08:00:00,786655660690308285
desktop,2017-02-19 15:23:07,5,2017-02-19 15:00:00,674068134703491221
desktop,2018-06-19 04:11:21,1,2018-06-19 04:00:00,522657399306750521
touch,2017-11-20 13:24:48,1,2017-11-20 13:00:00,562631361684670768
desktop,2018-03-04 06:10:45,1,2018-03-04 06:00:00,688953555907125929
desktop,2017-05-07 22:06:39,1,2017-05-07 22:00:00,186323438586552078
desktop,2018-05-05 14:06:45,8,2018-05-05 14:00:00,879738075509640170
desktop,2018-06-14 07:13:46,2,2018-06-14 07:00:00,38010822022429284
touch,2018-11-27 08:19:16,9,2018-11-27 08:00:00,410316615370164487
desktop,2017-12-02 03:20:21,7,2017-12-02 03:00:00,368817006879237691
touch,2017-07-24 12:10:47,3,2017-07-24 12:00:00,522431664865922667
desktop,2018-03-19 19:00:35,9,2018-03-19 19:00:00,421462240247669509
touch,2017-04-27 20:07:00,4,2017-04-27 20:00:00,953360509345199071
touch,2018-03-01 00:06:17,7,2018-03-01 00:00:00,578391890898160989
touch,2017-06-14 00:23:43,3,2017-06-14 00:00:00,749586655739399010
touch,2018-12-14 08:03:40,5,2018-12-14 08:00:00,229292287867235239
desktop,2018-02-16 09:11:37,4,2018-02-16 09:00:00,711885520575179407
touch,2018-04-20 14:25:41,6,2018-04-20 14:00:00,707471916991553905
touch,2017-12-15 14:26:47,9,2017-12-15 14:00:00,300689374244553833
touch,2018-09-01 22:05:42,5,2018-09-01 22:00:00,192888999346992786
touch,2017-09-29 02:12:33,1,2017-09-29 02:00:00,833539186181943415
touch,2018-12-29 10:06:56,5,2018-12-29 10:00:00,384288278639036178
desktop,2018-01-01 23:24:40,5,2018-01-01 23:00:00,27143938080941113
touch,2018-04-11 10:22:01,9,2018-04-11 10:00:00,294344344052004185
touch,2018-09-01 17:15:38,8,2018-09-01 17:00:00,467639668500172249
touch,2017-11-02 02:22:35,5,2017-11-02 02:00:00,463907444554803005
touch,2018-05-23 06:28:49,5,2018-05-23 06:00:00,433132811370304638
touch,2018-11-07 08:16:47,2,2018-11-07 08:00:00,156322453728434059
desktop,2017-04-11 10:11:20,9,2017-04-11 10:00:00,626322354310141568
desktop,2018-07-23 04:22:43,4,2018-07-23 04:00:00,890873948079686265
desktop,2018-01-12 15:12:28,7,2018-01-12 15:00:00,579912021691272942
touch,2018-09-17 14:13:26,6,2018-09-17 14:00:00,4481652646986847
touch,2017-09-26 09:22:02,5,2017-09-26 09:00:00,908072797491504245
desktop,2017-12-28 21:29:44,5,2017-12-28 21:00:00,499832591566069336
touch,2018-07-29 02:28:21,7,2018-07-29 02:00:00,649277906004471020
desktop,2018-07-04 15:05:12,2,2018-07-04 15:00:00,552183937008059264
touch,2018-02-10 12:26:47,9,2018-02-10 12:00:00,320333883791590588
touch,2017-06-14 20:29:27,2,2017-06-14 20:00:00,929659962670285503
touch,2017-10-01 01:00:55,9,2017-10-01 01:00:00,907963501896067932
desktop,2017-04-09 13:11:34,4,2017-04-09 13:00:00,822727025413074882
desktop,2017-10-05 20:08:54,6,2017-10-05 20:00:00,801930420580130226
desktop,2017-07-28 08:01:45,1,2017-07-28 08:00:00,144736192890940501
desktop,2017-06-03 03:19:59,5,2017-06-03 03:00:00,265514058640948508
desktop,2018-06-22 19:04:54,6,2018-06-22 19:00:00,988241832396010715
desktop,2018-12-24 08:14:40,9,2018-12-24 08:00:00,848599968733183022
touch,2018-09-23 16:09:11,9,2018-09-23 16:00:00,751314820063418461
desktop,2018-04-10 19:15:11,9,2018-04-10 19:00:00,792483823926789053
desktop,2018-05-25 03:06:15,3,2018-05-25 03:00:00,298060955022492100
desktop,2017-05-16 07:07:30,4,2017-05-16 07:00:00,676513784336595855
desktop,2017-07-03 23:24:29,8,2017-07-03 23:00:00,651801224325163481
touch,2017-09-27 16:18:04,8,2017-09-27 16:00:00,998262655593933140
desktop,2017-07-22 00:23:36,2,2017-07-22 00:00:00,663563029128705635
desktop,2017-02-13 05:13:32,8,2017-02-13 05:00:00,889168496235769085
desktop,2018-10-14 10:06:30,7,2018-10-14 10:00:00,433586908039390969
desktop,2017-12-11 06:20:36,9,2017-12-11 06:00:00,984136517358208757
touch,2018-04-07 02:11:07,5,2018-04-07 02:00:00,186195893448510563
touch,2018-10-11 02:28:29,2,2018-10-11 02:00:00,835712443336293555
touch,2017-10-20 00:25:59,5,2017-10-20 00:00:00,15863628198231698
desktop,2018-09-28 23:21:04,2,2018-09-28 23:00:00,57854800039589471
desktop,2018-11-08 14:25:12,5,2018-11-08 14:00:00,811470270429246455
desktop,2017-08-24 02:29:05,9,2017-08-24 02:00:00,621538725502734316
touch,2018-11-19 01:19:06,7,2018-11-19 01:00:00,699767598841953295
touch,2018-12-16 17:21:17,7,2018-12-16 17:00:00,148843091401896271
desktop,2018-08-29 11:02:21,1,2018-08-29 11:00:00,321329935788509441
desktop,2018-03-09 16:24:36,9,2018-03-09 16:00:00,489048313877090267
desktop,2018-11-12 16:14:34,6,2018-11-12 16:00:00,429359739329079455
touch,2018-07-24 05:19:37,7,2018-07-24 05:00:00,50365069853201235
desktop,2018-05-02 23:29:10,2,2018-05-02 23:00:00,239332347466479499
touch,2018-07-13 12:22:12,1,2018-07-13 12:00:00,242943254875422370
touch,2017-07-01 11:26:24,4,2017-07-01 11:00:00,337359184025253408
touch,2017-02-08 21:22:21,9,2017-02-08 21:00:00,382824151679771580
touch,2018-01-01 06:25:53,9,2018-01-01 06:00:00,841482206021582250
desktop,2017-09-04 02:22:00,3,2017-09-04 02:00:00,73138746641523979
touch,2018-06-08 20:14:03,1,2018-06-08 20:00:00,204808417409011264
desktop,2018-05-27 15:22:49,2,2018-05-27 15:00:00,437014681080349863
touch,2018-03-23 19:26:45,9,2018-03-23 19:00:00,559871535772226602
desktop,2018-03-19 03:09:57,9,2018-03-19 03:00:00,152945452307144988
touch,2017-12-11 05:21:46,1,2017-12-11 05:00:00,126569684225253387
touch,2017-07-06 10:20:32,9,2017-07-06 10:00:00,706105573681732909
touch,2018-11-25 06:15:52,1,2018-11-25 06:00:00,336134353457155324
desktop,2017-07-19 11:09:12,4,2017-07-19 11:00:00,589244617013785329
touch,2018-07-20 15:18:40,5,2018-07-20 15:00:00,160278255906226265
touch,2017-11-24 14:24:36,8,2017-11-24 14:00:00,119455273496504924
touch,2018-04-02 12:29:46,5,2018-04-02 12:00:00,597220092381711305
touch,2018-03-21 07:06:13,5,2018-03-21 07:00:00,429292504640666621
desktop,2018-11-03 16:10:48,4,2018-11-03 16:00:00,36313064116711538
desktop,2017-06-05 22:18:17,9,2017-06-05 22:00:00,587617846085902214
desktop,2017-03-26 19:28:25,8,2017-03-26 19:00:00,170396664959444593
desktop,2017-03-23 23:05:33,9,2017-03-23 23:00:00,72733612300909642
touch,2017-03-19 04:06:33,7,2017-03-19 04:00:00,45601715921956215
touch,2018-03-16 11:28:54,7,2018-03-16 11:00:00,877531827607409368
touch,2017-10-03 18:18:50,5,2017-10-03 18:00:00,986549992704994300
desktop,2018-08-01 11:18:45,1,2018-08-01 11:00:00,590934591853621923
touch,2017-12-12 23:23:03,6,2017-12-12 23:00:00,967339825718732644
desktop,2018-04-18 22:29:31,6,2018-04-18 22:00:00,11341124852489111
desktop,2018-11-22 06:22:33,4,2018-11-22 06:00:00,977773260382032994
desktop,2017-01-07 20:27:22,2,2017-01-07 20:00:00,693924706055968291
touch,2017-10-17 22:06:35,1,2017-10-17 22:00:00,487234075510413407
touch,2017-03-31 01:00:35,3,2017-03-31 01:00:00,522109146760243862
touch,2018-03-02 15:02:37,9,2018-03-02 15:00:00,846941768379907851
desktop,2018-12-03 14:15:04,1,2018-12-03 14:00:00,996014982698065590
touch,2018-12-07 05:21:37,5,2018-12-07 05:00:00,16069317645809942
touch,2017-09-09 09:16:07,6,2017-09-09 09:00:00,83802306958728034
desktop,2017-04-22 01:06:36,9,2017-04-22 01:00:00,749379095767803677
touch,2018-07-02 01:29:36,1,2018-07-02 01:00:00,508262415581757296
touch,2018-05-21 05:03:27,5,2018-05-21 05:00:00,96890228765340243
desktop,2017-09-15 21:29:41,1,2017-09-15 21:00:00,257470817756189400
desktop,2018-07-26 04:27:09,2,2018-07-26 04:00:00,139266608636289420
touch,2017-08-01 07:10:21,2,2017-08-01 07:00:00,378587841992436754
desktop,2018-08-24 09:22:10,5,2018-08-24 09:00:00,261975794624382563
touch,2017-11-12 23:27:30,4,2017-11-12 23:00:00,199920302837729724
touch,2017-03-10 05:26:00,6,2017-03-10 05:00:00,560449465027358610
desktop,2018-09-04 06:13:25,5,2018-09-04 06:00:00,531021459397550344
desktop,2017-09-06 14:07:42,2,2017-09-06 14:00:00,125690327218911003
desktop,2017-07-14 14:04:12,9,2017-07-14 14:00:00,231728356975303390
desktop,2017-08-05 19:21:31,8,2017-08-05 19:00:00,241785253992828467
touch,2017-12-28 05:14:27,9,2017-12-28 05:00:00,201769434583137785
desktop,2018-09-16 16:03:29,6,2018-09-16 16:00:00,126125352114663567
